year,geo,value,projections,benchmark_low,benchmark_mid,benchmark_high
2010,WLD,0.01,,,,
2011,WLD,0.03,,,,
2012,WLD,0.086,,,,
2013,WLD,0.088,,,,
2014,WLD,0.084,,,,
2015,WLD,0.32,,,,
2016,WLD,0.26,,,,
2017,WLD,1.12,,,,
2018,WLD,0.89,,,,
2019,WLD,0.62,,,,
2020,WLD,0.82,,,,
2021,WLD,1.25,,,,
2022,WLD,2.72,,,,
2023,WLD,,3.44,,3.80,
2024,WLD,,4.39,,5.28,
2025,WLD,,5.63,,7.30,
2026,WLD,,7.25,,10.00,
2027,WLD,,9.33,,13.56,
2028,WLD,,,,18.13,
2029,WLD,,,,23.80,
2030,WLD,,,,30.00,
2031,WLD,,,,38.32,
2032,WLD,,,,46.67,
2033,WLD,,,,55.18,
2034,WLD,,,,63.37,
2035,WLD,,,,70.81,
2036,WLD,,,,77.23,
2037,WLD,,,,82.53,
2038,WLD,,,,86.74,
2039,WLD,,,,90.00,
2040,WLD,,,,92.45,
2041,WLD,,,,94.27,
2042,WLD,,,,95.60,
2043,WLD,,,,96.57,
2044,WLD,,,,97.27,
2045,WLD,,,,97.77,
2046,WLD,,,,98.12,
2047,WLD,,,,98.38,
2048,WLD,,,,98.56,
2049,WLD,,,,98.69,
2050,WLD,,,,98.78,
