year,geo,value,projections,benchmark_low,benchmark_mid,benchmark_high
1990,WLD,42.0,,,,
1991,WLD,43.0,,,,
1992,WLD,43.0,,,,
1993,WLD,43.0,,,,
1994,WLD,43.0,,,,
1995,WLD,43.0,,,,
1996,WLD,43.0,,,,
1997,WLD,43.0,,,,
1998,WLD,43.0,,,,
1999,WLD,47.0,,,,
2000,WLD,48.0,,,,
2001,WLD,49.0,,,,
2002,WLD,49.0,,,,
2003,WLD,49.0,,,,
2004,WLD,49.0,,,,
2005,WLD,47.0,,,,
2006,WLD,47.0,,,,
2007,WLD,47.0,,,,
2008,WLD,47.0,,,,
2009,WLD,47.0,,,,
2010,WLD,50.0,,,,
2011,WLD,51.0,,,,
2012,WLD,51.0,,,,
2013,WLD,46.0,,,,
2014,WLD,44.0,,,,
2015,WLD,45.0,,,,
2016,WLD,45.0,,,,
2017,WLD,45.0,,,,
2018,WLD,44.0,,,,
2019,WLD,43.0,,,,
2020,WLD,45.0,,,,
2021,WLD,44.0,,,,
2022,WLD,41.0,,,,
2027,WLD,,39.0,,,
